Id,Amount,Network,Mode,TransactionDate,transactionId
4023,917.66,American Express,In-store,2022-09-01,4557530556
4024,817.6,Visa,In-store,2022-07-10,9408776286
4025,40.28,Discover,Online,2022-08-03,7456184087
4026,629.28,American Express,In-store,2022-12-08,6781712838
4027,984.78,Visa,In-store,2022-04-14,9760840746
4028,119.75,Mastercard,In-store,2022-09-09,3969052377
4029,749.57,Discover,In-store,2022-09-26,9206700061
4030,973.68,Visa,Online,2022-07-26,7044763500
4031,498.48,Mastercard,Online,2023-03-04,1379385221
4032,160.48,Discover,Online,2023-02-02,1872506310
4033,996.76,American Express,In-store,2022-10-22,1193415830
4034,609.2,Visa,In-store,2022-05-08,1232853069
4035,58.2,Mastercard,Online,2022-09-26,3289615828
4036,19.23,Visa,In-store,2022-09-26,6050080737
4037,399.04,Visa,In-store,2022-12-16,8565105533
4038,59.82,Visa,In-store,2022-09-22,8017044608
4039,606.37,Discover,Online,2022-11-14,2707800456
4040,375.13,Mastercard,Online,2022-11-05,9544163108
4041,298.81,American Express,In-store,2022-09-15,4792160331
4042,425.62,Visa,In-store,2022-12-28,4815441233
4043,16.6,Discover,Online,2022-12-30,2483620092
4044,112.28,American Express,Online,2022-10-05,2665019209
4045,342.23,Mastercard,In-store,2022-06-03,8559800180
4046,715.84,American Express,In-store,2023-01-02,8463361313
4047,347.92,Visa,In-store,2023-02-08,4293108890
4048,177.09,Mastercard,In-store,2022-08-02,8356301745
4049,972.37,Mastercard,Online,2022-05-24,1311078550
4050,437.21,American Express,Online,2023-01-17,5513401314
4051,841.58,Visa,In-store,2022-10-10,7321145355
4052,686.98,Discover,Online,2022-07-23,1806751128
4053,923.8,Mastercard,Online,2022-09-24,6528656300
4054,547.76,Mastercard,Online,2022-11-15,5609195810
4055,47.58,Mastercard,In-store,2023-01-06,2702394056
4056,705.74,American Express,In-store,2023-02-01,4575636885
4057,534.43,Discover,Online,2022-12-19,6828237955
4058,918.61,Discover,Online,2022-09-14,2187754227
4059,349.68,Visa,In-store,2022-05-06,2799940229
4060,150.54,Mastercard,In-store,2022-05-06,2585667773
4061,595.53,American Express,Online,2022-10-02,4400154386
4062,642.68,American Express,Online,2022-08-31,8336937069
4063,873.96,Visa,Online,2022-09-02,4624927056
4064,750.93,Discover,In-store,2022-11-05,2638471451
4065,22.05,Discover,Online,2022-03-17,5399711112
4066,540.51,American Express,Online,2022-07-26,5227038496
4067,557.79,Visa,In-store,2022-04-30,2664924380
4068,921.35,Discover,Online,2022-03-15,6794485024
4069,71.14,Discover,Online,2022-12-26,2052339394
4070,543.77,Discover,In-store,2023-01-04,4664664166
4071,39.94,Visa,Online,2022-09-10,3890556612
4072,585.91,Mastercard,In-store,2022-07-28,3654687981
4073,577.69,Discover,Online,2022-03-15,1646789806
4074,875.37,Mastercard,In-store,2023-03-04,5652511483
4075,392.02,Visa,In-store,2022-07-29,4484742696
4076,186.44,Discover,In-store,2022-04-10,5524621408
4077,737.23,Discover,In-store,2022-07-29,8737549217
4078,319.31,Discover,Online,2022-10-26,5907297108
4079,353.48,Mastercard,Online,2022-07-20,1806290227
4080,68.33,Mastercard,In-store,2022-10-11,4688816495
4081,642.12,Discover,In-store,2022-05-26,3071357402
4082,399.01,Discover,In-store,2022-12-01,1998324681
4083,333.89,Discover,In-store,2022-08-26,8338991824
4084,891.46,American Express,In-store,2022-09-19,7292720828
4085,983.22,Discover,Online,2023-01-06,5230659702
4086,885.38,Mastercard,In-store,2023-01-16,6857257936
4087,96.81,American Express,Online,2022-06-21,4614533377
4088,645.24,Discover,Online,2022-12-01,8091182442
4089,349.28,Mastercard,Online,2023-01-14,4687495253
4090,778.46,Mastercard,In-store,2022-06-20,8562643180
4091,377.86,Discover,In-store,2022-09-11,2828956346
4092,412.22,American Express,In-store,2022-06-14,9732448034
4093,942.59,Visa,Online,2022-10-09,2311034865
4094,85.56,Visa,Online,2023-01-31,8345774149
4095,486.34,Discover,In-store,2022-05-28,8280102874
4096,152.65,Mastercard,Online,2022-06-11,1047551132
4097,445.44,Visa,Online,2022-07-27,5691631241
4098,415.53,Mastercard,Online,2022-11-24,8554230198
4099,441.97,American Express,Online,2022-06-14,8800123654
4100,971.36,Mastercard,Online,2022-08-22,4266699371
4101,729.64,Visa,In-store,2023-02-14,1813491620
4102,628.65,Visa,Online,2022-06-11,9060553690
4103,511.41,American Express,In-store,2022-03-13,2771640843
4104,928.36,Visa,Online,2022-04-03,4875049124
4105,163.92,Visa,Online,2022-12-13,5738982711
4106,619.7,Discover,Online,2023-01-22,5799238331
4107,979.35,Visa,In-store,2022-12-28,8232090461
4108,350.57,Discover,Online,2022-05-23,8390818308
4109,458.45,Visa,Online,2023-01-18,4044310564
4110,70.68,Mastercard,Online,2022-09-16,3605503587
4111,318.7,Discover,In-store,2022-09-03,8542915588
4112,270.1,Mastercard,Online,2022-11-11,7856237365
4113,813.2,Mastercard,Online,2023-01-05,6733584198
4114,675.34,Discover,Online,2022-05-11,6998896172
4115,606.0,American Express,In-store,2022-07-23,1957340877
4116,845.52,Visa,In-store,2022-07-25,5274766210
4117,270.1,Discover,In-store,2022-06-07,8516904035
4118,845.61,American Express,Online,2022-08-02,5799391034
4119,165.64,Discover,In-store,2022-09-01,4111476353
4120,936.12,American Express,In-store,2022-09-10,4225331102
4121,323.72,Visa,Online,2022-07-12,8205176430
4122,899.16,American Express,Online,2022-03-19,8315291343
4123,643.67,Visa,Online,2022-06-20,4102452169
4124,877.89,Discover,In-store,2022-09-07,7215686432
4125,21.58,American Express,Online,2022-12-14,8418634721
4126,188.21,Discover,Online,2023-01-02,8342696043
4127,739.43,Discover,Online,2022-06-27,9933323613
4128,402.17,Visa,In-store,2022-04-22,4776331114
4129,962.41,Visa,Online,2022-06-24,1288515064
4130,959.91,Mastercard,Online,2022-10-21,2312822304
4131,567.29,Discover,Online,2022-03-21,8787556246
4132,784.18,American Express,Online,2023-01-12,8757760107
4133,582.31,Visa,In-store,2022-08-26,3457627799
4134,762.91,Visa,In-store,2022-08-09,9043798673
4135,647.9,Discover,In-store,2022-11-26,9890246077
4136,646.18,American Express,In-store,2022-07-27,7032567987
4137,91.46,Discover,Online,2022-07-09,6173420201
4138,501.03,Mastercard,Online,2022-03-14,6484480901
4139,289.66,American Express,In-store,2022-07-26,7087395936
4140,195.59,American Express,In-store,2022-09-10,5856643132
4141,540.85,Discover,Online,2022-09-22,5370229830
4142,56.36,Visa,Online,2022-04-07,7235640835
4143,799.02,Visa,Online,2022-05-22,4054654816
4144,824.95,Discover,In-store,2022-03-23,8043327244
4145,801.94,Mastercard,Online,2022-06-29,5177203507
4146,120.79,Discover,Online,2022-09-02,9507073934
4147,266.94,Mastercard,Online,2022-04-24,6525518288
4148,819.76,Discover,Online,2022-06-29,5773233108
4149,784.03,American Express,Online,2022-04-11,3273722247
4150,345.97,Visa,In-store,2022-06-25,5030151585
4151,77.32,American Express,In-store,2022-10-24,8058355749
4152,422.2,American Express,In-store,2022-12-19,4983492956
4153,434.15,Mastercard,In-store,2023-01-03,3124802926
4154,997.48,American Express,Online,2022-11-04,9677156742
4155,836.99,Visa,Online,2022-12-16,5995609508
4156,193.67,Visa,Online,2022-06-29,2510316022
4157,990.44,American Express,Online,2022-06-14,1855993027
4158,343.02,American Express,Online,2022-08-05,9944675500
4159,660.12,Discover,In-store,2022-09-16,5243001044
4160,719.56,Mastercard,Online,2022-10-27,7222207501
4161,667.23,Visa,Online,2022-07-21,9477955085
4162,659.47,Visa,In-store,2022-09-28,7385660059
4163,862.74,Mastercard,Online,2022-11-19,1666275869
4164,970.14,Visa,In-store,2022-06-27,5761164420
4165,190.08,Discover,In-store,2022-11-15,7096152993
4166,486.04,American Express,In-store,2022-06-25,8403451099
4167,971.48,Mastercard,Online,2022-06-30,4777874245
4168,48.63,Visa,Online,2022-04-29,8428950061
4169,765.66,Discover,In-store,2023-02-24,2668590983
4170,626.66,Mastercard,Online,2022-08-13,8202640615
4171,880.27,Visa,In-store,2022-10-26,4305428072
4172,225.67,Mastercard,Online,2022-10-19,6745058853
4173,143.23,Mastercard,Online,2022-12-08,4784683581
4174,992.96,American Express,In-store,2022-07-13,4904527623
4175,834.94,American Express,In-store,2022-05-20,8546563564
4176,64.49,Visa,Online,2022-09-26,5487569523
4177,749.93,Visa,Online,2022-11-09,3588730597
4178,441.43,Mastercard,In-store,2022-07-27,8234731490
4179,34.62,American Express,Online,2022-11-28,7328424254
4180,985.51,Discover,In-store,2023-01-14,7837534573
4181,34.54,Mastercard,In-store,2022-04-25,9218679154
4182,258.21,Mastercard,Online,2022-05-14,7314725762
4183,646.83,Mastercard,In-store,2022-08-26,6295586518
4184,660.39,Discover,In-store,2022-06-07,5388796623
4185,504.36,Discover,Online,2023-01-12,4900205704
4186,886.9,Mastercard,In-store,2022-11-29,1597700401
4187,689.63,Visa,Online,2023-02-11,8028144699
4188,217.27,Mastercard,Online,2022-12-24,9489850402
4189,140.68,Mastercard,Online,2023-03-03,4289960320
4190,315.32,Discover,In-store,2023-03-11,8159813837
4191,131.87,Discover,Online,2022-10-16,9269315835
4192,887.01,Mastercard,Online,2022-11-14,9302843725
4193,735.28,Discover,Online,2022-12-07,3642751641
4194,658.82,American Express,Online,2023-01-21,9655856415
4195,842.92,Mastercard,Online,2022-07-02,8003057799
4196,732.55,Visa,Online,2022-11-20,4222493814
4197,173.99,American Express,In-store,2022-10-13,2941926302
4198,436.28,Visa,In-store,2022-05-05,5698188934
4199,904.96,Mastercard,Online,2022-12-22,2900455146
4200,639.82,Visa,In-store,2023-03-06,7347530051
4201,112.49,Visa,In-store,2022-06-09,7075963051
4202,228.02,Visa,In-store,2022-12-06,8564621978
4203,24.25,Discover,In-store,2022-03-20,4955902188
4204,24.82,American Express,Online,2022-06-29,4188425261
4205,853.69,Discover,Online,2022-07-08,5391814644
4206,457.61,American Express,In-store,2022-12-08,4537907784
4207,277.76,American Express,In-store,2022-12-12,8238705128
4208,941.86,Mastercard,In-store,2022-04-15,3411191097
4209,856.2,Discover,In-store,2022-05-01,2118537719
4210,244.26,Discover,Online,2022-07-11,4072254108
4211,381.98,Mastercard,In-store,2023-01-15,4629965781
4212,849.23,Visa,In-store,2022-04-16,5513749413
4213,195.79,Mastercard,Online,2022-08-23,1952826759
4214,809.56,Visa,In-store,2022-07-12,9934540875
4215,340.17,Mastercard,In-store,2022-11-17,1908408654
4216,35.75,Mastercard,In-store,2023-03-09,8858090217
4217,959.0,Visa,In-store,2022-08-22,9774542810
4218,157.28,American Express,In-store,2022-06-11,6500994154
4219,495.02,Visa,In-store,2023-03-11,2959641742
4220,235.84,American Express,Online,2022-12-27,4605057183
4221,972.03,Mastercard,Online,2022-05-02,6151934308
4222,487.25,Visa,In-store,2022-06-16,7398671862
4223,922.66,Mastercard,In-store,2023-02-27,3516974623
4224,553.61,American Express,In-store,2022-03-29,2222974929
4225,40.37,American Express,Online,2022-06-27,8943693358
4226,769.4,Visa,Online,2022-06-14,4705965195
4227,993.73,Mastercard,In-store,2022-10-20,3363049680
4228,337.63,Mastercard,In-store,2022-10-07,8244348317
4229,811.11,Visa,In-store,2023-01-21,1164950895
4230,512.54,Visa,In-store,2022-12-30,9480749129
4231,363.36,Mastercard,Online,2022-12-29,9657850833
4232,90.06,American Express,Online,2022-12-20,1590032883
4233,114.93,Visa,In-store,2022-05-12,5615527343
4234,104.12,Mastercard,Online,2022-04-10,9401352620
4235,641.95,American Express,In-store,2022-10-16,8303503520
4236,818.14,American Express,In-store,2022-04-21,6302958678
4237,942.02,Visa,Online,2022-12-07,6716704404
4238,773.53,American Express,Online,2022-04-17,9313891714
4239,325.77,Discover,In-store,2022-05-13,7897626998
4240,257.06,Visa,Online,2022-11-17,5948079611
4241,839.67,Visa,In-store,2022-03-31,6199122275
4242,667.39,Discover,In-store,2022-09-12,2793324047
4243,591.23,Discover,In-store,2022-08-27,7586487588
4244,892.34,Mastercard,Online,2022-08-06,5114642113
4245,709.15,Mastercard,In-store,2022-10-21,4851936517
4246,369.03,Discover,In-store,2023-01-22,2948260126
4247,161.18,American Express,In-store,2022-04-10,6019071420
4248,936.56,American Express,In-store,2022-06-14,3290209711
4249,70.82,Mastercard,In-store,2022-10-04,1072328583
4250,747.47,Mastercard,In-store,2022-03-14,8730704601
4251,164.69,American Express,In-store,2022-04-08,3655807374
4252,777.65,Mastercard,In-store,2022-10-01,8047107673
4253,52.98,American Express,In-store,2022-04-10,2051120638
4254,666.36,Discover,Online,2022-07-31,2503246005
4255,102.95,American Express,In-store,2023-01-26,8871935741
4256,898.08,Visa,Online,2022-07-28,6888343050
4257,931.5,Discover,In-store,2022-12-07,5089594709
4258,554.64,Discover,In-store,2022-05-16,2329001143
4259,456.12,American Express,In-store,2022-12-24,3822151323
4260,102.1,American Express,In-store,2022-06-26,6483065689
4261,121.13,American Express,Online,2022-05-24,5953894138
4262,43.31,American Express,In-store,2022-12-15,5805227489
4263,828.88,Discover,Online,2022-05-08,8690272225
4264,410.36,Discover,Online,2022-09-20,1111147472
4265,157.57,Mastercard,Online,2022-07-23,5151530341
4266,166.95,Mastercard,Online,2022-06-20,3883367078
4267,604.9,Mastercard,In-store,2022-12-24,8754729151
4268,675.39,Discover,In-store,2022-05-11,8440610797
4269,833.14,Mastercard,In-store,2022-03-13,5269644651
4270,493.5,Visa,Online,2022-08-25,5163823420
4271,718.47,Visa,Online,2023-02-16,5335166258
4272,98.35,Visa,In-store,2022-04-18,1658375900
4273,160.71,Discover,Online,2022-10-11,1439473118
4274,517.16,Mastercard,In-store,2022-06-12,9272704958
4275,318.6,Visa,In-store,2022-10-03,8502177678
4276,322.02,Visa,Online,2022-07-16,9947978633
4277,673.88,Mastercard,In-store,2022-12-31,1503778529
4278,567.07,Mastercard,In-store,2022-07-09,8208589900
4279,192.79,American Express,In-store,2023-01-22,1595895966
4280,970.53,Discover,In-store,2022-04-22,3675553162
4281,33.87,Visa,Online,2022-06-05,5937268271
4282,311.01,Mastercard,Online,2023-01-13,1870679365
4283,474.73,Mastercard,Online,2022-04-21,8848457224
4284,846.18,Mastercard,In-store,2023-03-09,3703531480
4285,70.97,Visa,In-store,2022-03-31,1401779082
4286,301.1,American Express,In-store,2022-05-05,7538205252
4287,164.89,Mastercard,In-store,2023-03-06,5956943838
4288,426.79,Visa,In-store,2022-08-31,6663579617
4289,364.2,Mastercard,In-store,2022-04-24,9727942123
4290,275.59,American Express,Online,2023-01-31,8830684613
4291,512.67,Discover,In-store,2022-05-05,4791226942
4292,480.57,American Express,Online,2023-01-01,9056907819
4293,360.27,Visa,In-store,2022-12-30,6143220477
4294,778.21,Mastercard,In-store,2022-07-28,9476649329
4295,605.36,Visa,Online,2022-04-04,6359595372
4296,960.8,Mastercard,In-store,2022-05-11,3136305663
4297,382.75,American Express,Online,2023-02-18,8124546776
4298,820.34,Discover,In-store,2022-03-29,1326004615
4299,298.21,Visa,In-store,2022-03-28,9693944655
4300,635.41,Visa,In-store,2022-12-05,4659848799
4301,157.14,Discover,In-store,2022-11-11,7259009104
4302,386.55,American Express,In-store,2022-08-07,1307990448
4303,651.79,Mastercard,In-store,2022-05-13,2511342855
4304,640.53,Mastercard,Online,2023-01-23,8369049791
4305,882.58,Visa,In-store,2022-05-13,4589934093
4306,695.03,Discover,Online,2023-01-31,2679263375
4307,399.61,American Express,Online,2022-05-10,9524690958
4308,607.4,American Express,Online,2022-06-25,2120775051
4309,241.8,Discover,Online,2022-07-26,5355435795
4310,419.89,Visa,In-store,2023-02-23,2449250235
4311,759.81,Visa,In-store,2022-08-14,8772757062
4312,50.17,Discover,Online,2022-04-09,3929228856
4313,110.67,Mastercard,In-store,2022-04-18,9329547866
4314,74.66,Visa,Online,2022-08-21,3870863318
4315,21.37,Discover,Online,2022-12-11,6661281649
4316,912.31,Discover,In-store,2023-01-15,3076752110
4317,293.96,American Express,In-store,2023-03-03,6942947281
4318,184.33,Visa,In-store,2022-12-01,4907500756
4319,395.86,Mastercard,Online,2022-05-09,3571073820
4320,975.48,Mastercard,In-store,2022-04-20,5504141861
4321,341.04,Mastercard,Online,2023-01-25,6374684447
4322,916.12,Visa,Online,2022-04-08,4672654987
4323,225.44,Visa,Online,2022-09-16,6775857503
4324,18.13,Visa,In-store,2022-10-01,9916291949
4325,224.23,American Express,In-store,2022-06-28,5629661494
4326,310.05,Mastercard,Online,2022-06-29,4672314583
4327,176.14,American Express,Online,2022-12-22,7593450050
4328,584.24,Mastercard,Online,2022-09-04,2379737913
4329,520.96,American Express,In-store,2022-05-11,6609571468
4330,145.37,Mastercard,In-store,2023-01-31,6288768776
4331,631.77,American Express,In-store,2023-01-27,2725124610
4332,301.07,Discover,In-store,2022-10-23,3451040859
4333,212.65,Discover,In-store,2022-06-26,7677680931
4334,861.33,American Express,In-store,2023-02-17,8683863832
4335,724.69,Discover,Online,2022-09-01,8334575548
4336,40.37,Mastercard,Online,2022-11-08,9648967944
4337,984.53,Mastercard,Online,2023-03-07,7092188030
4338,964.92,Visa,In-store,2022-12-29,8154522487
4339,106.67,Mastercard,In-store,2022-12-27,7076041308
4340,839.11,Discover,Online,2022-03-28,7632177729
4341,554.36,Visa,In-store,2022-03-31,4009228560
4342,281.1,Mastercard,Online,2022-12-21,3806191914
4343,646.34,Visa,In-store,2022-04-12,9232022183
4344,58.56,Visa,Online,2022-07-04,8888814411
4345,859.92,Visa,Online,2022-08-12,7379501977
4346,435.56,Visa,In-store,2022-06-09,7967840358
4347,772.04,Discover,In-store,2022-07-11,4270971693
4348,38.23,Mastercard,Online,2022-11-12,6750011058
4349,59.95,Visa,Online,2022-12-04,8221083854
4350,685.93,Visa,Online,2023-01-23,2217279317
4351,901.23,Mastercard,In-store,2022-10-31,7563752885
4352,275.71,Visa,In-store,2022-08-13,4722599140
4353,493.14,American Express,Online,2022-11-30,5912533691
4354,186.69,American Express,Online,2022-04-21,4238640861
4355,386.9,Mastercard,In-store,2022-09-23,8214632609
4356,216.59,Mastercard,In-store,2022-11-17,1596136435
4357,315.65,Discover,Online,2022-06-23,9154441199
4358,351.47,Visa,In-store,2022-08-09,7891100855
4359,771.96,Visa,Online,2022-09-25,6512901332
4360,820.28,Mastercard,In-store,2022-09-02,7501823862
4361,937.15,Discover,Online,2022-11-04,1356852341
4362,31.79,Mastercard,In-store,2022-09-30,4400836582
4363,691.65,American Express,In-store,2022-08-26,3045782458
4364,182.07,American Express,In-store,2022-04-15,3229208809
4365,546.51,American Express,Online,2022-05-07,7142766703
4366,796.31,American Express,In-store,2022-12-21,2309875874
4367,850.69,Discover,Online,2022-03-23,6989743219
4368,396.23,American Express,Online,2022-06-08,7554336960
4369,358.84,American Express,Online,2023-02-05,8547998793
4370,589.7,Discover,In-store,2022-09-16,1105934161
4371,975.58,American Express,Online,2022-08-26,2068243780
4372,183.15,American Express,Online,2022-03-26,3103947540
4373,583.06,Discover,Online,2023-02-06,5967848838
4374,325.91,American Express,In-store,2022-04-02,1008249141
4375,964.95,Discover,In-store,2022-04-22,5627342034
4376,463.31,Mastercard,Online,2023-02-27,3381699752
4377,27.93,American Express,In-store,2022-06-11,9001591034
4378,89.49,Mastercard,In-store,2022-04-19,4351921528
4379,813.57,Visa,Online,2022-06-26,8406348568
4380,283.13,Discover,Online,2022-08-16,6461173533
4381,413.88,American Express,In-store,2023-01-31,7498712692
4382,463.91,Visa,Online,2022-12-13,2706992532
4383,675.03,American Express,Online,2022-10-18,3294613725
4384,998.58,Mastercard,Online,2022-05-10,1585437780
4385,289.97,Mastercard,Online,2022-08-28,3939598413
4386,284.68,Discover,Online,2022-11-28,1462730905
4387,891.07,American Express,Online,2022-05-30,7816533441
4388,900.58,Discover,In-store,2023-01-27,9308612698
4389,510.0,Visa,Online,2022-06-23,4303205412
4390,695.43,Mastercard,In-store,2022-09-21,7564150329
4391,733.22,American Express,Online,2022-05-28,4137098748
4392,267.08,American Express,Online,2022-06-29,7025049406
4393,617.27,Mastercard,In-store,2022-07-28,7194085349
4394,159.9,Visa,In-store,2022-12-26,9073527052
4395,272.22,Discover,In-store,2022-11-27,3739276363
4396,44.22,Mastercard,Online,2022-04-18,9317845449
4397,919.38,American Express,Online,2022-12-18,7822813086
4398,179.07,Mastercard,Online,2023-02-22,9524095896
4399,269.1,Discover,In-store,2022-06-25,6024031752
4400,104.41,Discover,Online,2022-07-09,7365205567
4401,141.64,Discover,Online,2023-02-26,1606531878
4402,699.9,Visa,In-store,2022-06-11,3491440999
4403,977.51,Mastercard,Online,2023-02-03,3166919400
4404,55.67,American Express,Online,2022-03-23,8982868136
4405,571.08,Visa,Online,2022-04-11,4729154797
4406,826.72,Visa,In-store,2022-08-07,9915928260
4407,868.82,American Express,Online,2022-07-21,4549301130
4408,445.94,American Express,Online,2022-05-24,4109193244
4409,842.27,American Express,In-store,2023-02-20,3178193571
4410,217.42,Mastercard,Online,2022-08-28,5379030511
4411,67.75,Discover,In-store,2022-06-05,2942838993
4412,611.37,Mastercard,In-store,2022-12-19,5157827110
4413,976.51,Discover,Online,2022-12-09,5483399179
4414,964.02,Discover,In-store,2022-11-25,7832519556
4415,352.64,Discover,In-store,2023-02-11,5846510402
4416,986.13,American Express,Online,2022-06-14,4170209519
4417,823.85,American Express,Online,2022-07-02,6706788325
4418,718.6,Visa,In-store,2022-08-20,7762248726
4419,99.13,Discover,In-store,2023-01-12,1299304847
4420,453.08,American Express,Online,2022-06-17,1883560646
4421,132.08,Visa,Online,2023-02-06,9002554503
4422,133.04,Discover,In-store,2022-08-25,9284802538
4423,437.47,Visa,In-store,2022-08-11,5106272636
4424,528.94,American Express,In-store,2022-08-29,2849802129
4425,83.66,American Express,Online,2023-02-17,9812103034
4426,410.53,Visa,In-store,2022-11-19,5525208142
4427,198.08,Mastercard,In-store,2022-06-08,1259645203
4428,268.79,Discover,In-store,2022-06-13,8717611260
4429,194.27,Discover,In-store,2022-12-04,8453612313
4430,145.84,American Express,In-store,2023-01-01,7960972344
4431,391.29,Mastercard,Online,2022-09-07,2983334949
4432,516.7,American Express,Online,2023-02-21,8414219049
4433,590.51,American Express,Online,2022-07-19,2554566302
4434,426.64,American Express,In-store,2022-05-26,4226863286
4435,101.33,Visa,Online,2022-08-16,3377131745
4436,872.88,Discover,Online,2022-09-07,8143564941
4437,620.66,American Express,In-store,2023-01-21,5804541813
4438,554.69,American Express,In-store,2022-09-04,1773035102
4439,522.42,Visa,Online,2022-09-28,2862219463
4440,955.29,Visa,Online,2022-03-21,7647743701
4441,840.78,Mastercard,In-store,2022-03-22,9361162115
4442,641.29,Mastercard,Online,2022-03-18,3429198933
4443,145.63,Mastercard,Online,2022-11-13,6732787379
4444,261.42,Mastercard,In-store,2022-07-21,2700713104
4445,936.12,Mastercard,Online,2023-01-06,8595482386
4446,684.84,Discover,Online,2022-11-30,4001850051
4447,797.76,Visa,Online,2022-04-14,1872777933
4448,419.71,American Express,Online,2022-04-18,4846891901
4449,503.62,Discover,In-store,2023-02-17,4134613913
4450,690.37,Mastercard,In-store,2023-01-10,3031565058
4451,935.39,Mastercard,In-store,2022-09-23,5367018732
4452,768.54,American Express,In-store,2023-02-05,8946944810
4453,564.56,Visa,Online,2022-05-17,3139766508
4454,116.58,American Express,In-store,2022-05-11,9518984134
4455,548.53,Discover,In-store,2022-10-24,5255267170
4456,58.61,American Express,Online,2022-08-25,1325071449
4457,376.65,Discover,Online,2022-11-27,7193870293
4458,677.28,Mastercard,Online,2022-07-11,8710596444
4459,28.76,American Express,In-store,2022-10-24,4614404009
4460,635.3,American Express,Online,2022-09-07,1234524652
4461,206.78,Discover,Online,2022-10-24,3163486814
4462,475.49,Discover,Online,2023-02-12,8859304138
4463,244.84,Visa,In-store,2022-03-19,1140942261
4464,549.82,Discover,In-store,2022-03-29,4255469476
4465,337.33,Discover,Online,2022-11-04,7952366815
4466,701.31,Mastercard,Online,2022-06-17,7307179165
4467,373.01,Discover,In-store,2022-12-09,3347131993
4468,866.34,Mastercard,Online,2022-11-29,4724901394
4469,724.53,Discover,Online,2022-07-05,2025903543
4470,349.0,Discover,Online,2023-02-10,3404842365
4471,903.06,Discover,Online,2022-05-29,6559847874
4472,436.96,Visa,Online,2022-07-30,3487411180
4473,656.75,American Express,Online,2022-04-22,3221067206
4474,629.23,Visa,Online,2022-12-20,6791251328
4475,99.82,Discover,Online,2023-01-11,1532500837
4476,189.74,Mastercard,In-store,2022-03-19,6839291290
4477,608.49,American Express,Online,2022-10-08,3572489126
4478,358.27,Mastercard,Online,2023-02-01,3682608277
4479,151.59,Visa,In-store,2022-08-23,3124043817
4480,807.52,Mastercard,In-store,2022-05-18,5604447670
4481,906.2,Discover,In-store,2022-07-23,4633950120
4482,820.34,Visa,In-store,2023-01-05,8456529974
4483,397.34,Mastercard,Online,2022-09-26,8785774211
4484,386.14,Mastercard,In-store,2022-08-25,9221749746
4485,160.5,Discover,Online,2022-12-25,4223329790
4486,357.02,American Express,In-store,2022-06-12,5186812723
4487,766.32,American Express,Online,2022-09-23,7952085599
4488,601.44,American Express,In-store,2022-11-10,6368326797
4489,598.41,Discover,Online,2022-07-21,6855187737
4490,269.37,Discover,In-store,2022-08-12,9708416512
4491,465.17,Visa,In-store,2022-06-14,3396168004
4492,528.84,American Express,In-store,2022-03-18,9099397166
4493,862.07,Discover,In-store,2022-03-24,4686814503
4494,75.53,Mastercard,Online,2022-12-24,8843608548
4495,125.58,Mastercard,Online,2022-03-21,7845901488
4496,136.93,American Express,Online,2023-03-08,1091883716
4497,112.3,Discover,Online,2023-02-26,9102592645
4498,47.23,Discover,In-store,2022-03-13,6109785742
4499,311.36,Discover,Online,2022-03-15,7511516053
4500,692.37,Discover,Online,2022-06-08,7296588779
4501,677.33,American Express,Online,2022-07-15,3714365099
4502,380.5,Discover,Online,2022-03-19,8381992313
4503,413.0,American Express,Online,2022-03-29,1265726464
4504,313.76,Mastercard,In-store,2022-11-14,6594149118
4505,91.36,Visa,In-store,2022-08-21,1290557795
4506,104.34,Visa,Online,2022-09-01,9107949957
4507,989.93,Visa,Online,2023-03-04,4348722553
4508,912.75,Visa,In-store,2022-06-29,2443707338
4509,771.04,Visa,Online,2022-09-11,9381238370
4510,56.3,Mastercard,Online,2022-03-13,5941028447
4511,379.14,Visa,Online,2022-09-22,1841746371
4512,528.66,Discover,In-store,2023-02-09,1234024633
4513,135.7,Discover,In-store,2022-08-26,5709557817
4514,450.88,American Express,Online,2022-08-22,4928218602
4515,356.01,Mastercard,Online,2023-01-12,9611810560
4516,778.21,Visa,In-store,2023-01-19,4306143991
4517,309.68,American Express,In-store,2022-05-01,1231887626
4518,181.32,American Express,In-store,2022-04-29,2168815246
4519,872.83,Visa,Online,2023-02-07,2448215823
4520,301.68,American Express,In-store,2022-05-12,3900041025
4521,462.64,American Express,In-store,2022-07-12,4372928621
4522,106.67,Discover,In-store,2023-01-27,8451832414
4523,59.03,Discover,In-store,2023-02-04,7827463242
4524,111.61,American Express,Online,2022-10-04,9920040323
4525,250.47,Visa,In-store,2022-07-28,4628507401
4526,447.08,Mastercard,In-store,2022-10-09,1076465148
4527,604.4,Visa,In-store,2022-10-15,4106674292
4528,98.69,Visa,In-store,2023-02-16,3864617730
4529,16.0,American Express,Online,2022-10-03,6716135179
4530,517.98,Mastercard,In-store,2023-02-25,2293188597
4531,508.13,Discover,Online,2022-04-19,6191489081
4532,472.28,American Express,Online,2022-07-26,8050735344
4533,368.24,Discover,Online,2023-01-07,9669764863
4534,336.4,Discover,In-store,2022-09-07,1058261320
4535,953.4,Discover,Online,2022-06-15,9769520059
4536,600.49,Mastercard,In-store,2022-03-24,6010149195
4537,634.64,Visa,In-store,2023-02-01,5652481716
4538,52.77,American Express,In-store,2022-06-12,4097246117
4539,412.78,Visa,Online,2023-01-07,4009442305
