Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
3949,200.68,Mastercard,In-store,2023-02-11,9932355584,7581009370
3950,852.56,Visa,In-store,2022-05-24,6236687989,1413552776
3951,381.66,American Express,In-store,2022-11-26,5648003432,3074603150
3952,564.34,American Express,Online,2022-12-14,4890273612,6963520831
3953,634.38,Visa,Online,2022-09-29,5365418706,1300353583
3954,640.0,American Express,Online,2022-11-20,5200259952,8697974493
3955,693.94,Visa,Online,2023-01-14,7917683435,7358858918
3956,685.42,Discover,In-store,2022-11-05,6237016508,5685529341
3957,863.58,Visa,In-store,2023-01-28,1540372401,5302599226
3958,27.89,Visa,In-store,2022-10-20,9965316620,3486049975
3959,402.91,Discover,In-store,2022-09-16,6042458567,1744591528
3960,71.66,Mastercard,Online,2022-03-28,7971336326,6290495712
3961,532.57,Discover,In-store,2022-07-11,7963065160,2375277849
3962,77.19,Mastercard,Online,2023-01-21,6049125784,7799671253
3963,359.55,American Express,In-store,2022-06-12,9638916907,8773814589
3964,897.43,Mastercard,Online,2022-05-11,5243929738,5503151518
3965,634.72,Visa,Online,2022-07-12,5267603793,3150685884
3966,778.43,Visa,Online,2022-04-16,3988740589,7646892858
3967,190.68,Discover,Online,2022-06-18,5452919880,9517032728
3968,883.25,American Express,Online,2022-05-27,3054841276,1467224016
3969,101.61,Visa,In-store,2023-02-03,3832045022,5320651487
3970,543.15,Discover,In-store,2022-12-07,3513104112,4501390237
3971,354.84,American Express,Online,2022-12-06,6453811725,4474496858
3972,406.58,Discover,In-store,2022-05-10,8502776396,7226336984
3973,353.51,Discover,Online,2022-04-30,1810426424,3886881108
3974,543.68,Discover,In-store,2022-04-17,9699646452,2647931920
3975,512.45,American Express,In-store,2023-03-08,8630386286,5112762482
3976,752.16,Visa,Online,2022-06-30,9991151937,8335041246
3977,919.3,American Express,In-store,2022-09-04,8389863342,6037330937
3978,352.61,American Express,Online,2022-08-12,2363156036,2553508726
3979,574.79,Discover,In-store,2022-04-23,8078161621,2929237087
3980,849.01,Visa,In-store,2023-02-19,5844575861,8890444994
3981,237.4,Mastercard,In-store,2022-06-21,9838736883,9507069797
3982,867.51,Mastercard,In-store,2022-11-07,6576590320,2239269744
3983,426.5,Mastercard,Online,2023-02-04,1634491398,9725111091
3984,293.32,American Express,In-store,2022-09-16,2471691245,5680983540
3985,832.84,American Express,Online,2022-03-22,9960349177,7077165011
3986,687.6,Discover,In-store,2022-06-15,3788647175,5306518211
3987,153.35,Mastercard,Online,2022-03-19,4500546678,7120062316
3988,848.06,Mastercard,In-store,2022-07-26,5405052634,2406452415
3989,961.31,Discover,In-store,2023-02-23,4405572594,9889891153
3990,295.51,Mastercard,Online,2022-06-22,9259732231,1616305891
3991,774.04,Visa,Online,2022-12-12,1065265328,5319197764
3992,130.66,Visa,Online,2022-04-02,4782765182,9080544043
3993,701.92,Discover,Online,2022-12-15,6117463919,9484030556
3994,657.15,American Express,Online,2022-11-29,6319529295,1326723019
3995,386.55,Mastercard,Online,2022-05-19,4347946697,9603731385
3996,646.3,American Express,Online,2022-12-10,4643091243,1802707417
3997,743.93,Mastercard,In-store,2022-12-04,8502684680,6121421176
3998,919.74,Discover,In-store,2022-08-09,3631307372,7334172924
3999,320.35,Visa,In-store,2023-02-02,6271528020,5602646251
4000,713.88,Discover,Online,2022-11-18,9084474931,5605684888
4001,932.92,Discover,In-store,2022-07-02,7623030726,6706773815
4002,870.88,Mastercard,Online,2022-06-19,7540898320,8510534904
4003,475.58,Visa,In-store,2022-12-02,5979889551,8876668716
4004,205.36,Visa,In-store,2023-01-08,8253173431,1388300385
4005,839.95,American Express,Online,2022-11-27,8186821282,3934424227
4006,477.48,Visa,In-store,2022-11-21,7181558594,2479947850
4007,448.6,Mastercard,In-store,2022-04-15,8064242731,8488922684
4008,701.06,American Express,In-store,2023-03-06,9331595343,5465633154
4009,657.16,Visa,In-store,2023-01-30,4475201291,8708518571
4010,833.51,Mastercard,In-store,2022-08-19,3110957347,9536986073
4011,363.69,Visa,Online,2022-03-19,6613907973,4240527355
4012,158.21,American Express,In-store,2022-04-09,5896459025,3689910353
4013,877.42,Mastercard,In-store,2022-03-30,7274666411,9801398619
4014,29.33,Mastercard,Online,2022-06-27,8146277224,4584154428
4015,889.98,Visa,In-store,2023-01-16,4725201510,3811382865
4016,264.99,Discover,In-store,2022-11-01,6164868092,3820308776
4017,639.44,Visa,Online,2022-11-16,9727553061,2201586314
4018,223.63,Mastercard,In-store,2023-03-02,6721133164,9830556471
4019,653.52,Visa,Online,2023-02-24,6483382319,9390739349
4020,258.71,American Express,Online,2022-04-09,3399594820,7756737397
4021,542.95,Visa,Online,2022-08-04,9159672440,7504130988
4022,96.59,Discover,Online,2022-03-14,4317675308,2825813125
4023,917.66,American Express,In-store,2022-09-01,4557530556,1545418754
4024,817.6,Visa,In-store,2022-07-10,9408776286,8596033724
4025,40.28,Discover,Online,2022-08-03,7456184087,8224271754
4026,629.28,American Express,In-store,2022-12-08,6781712838,7588135505
4027,984.78,Visa,In-store,2022-04-14,9760840746,9586768042
4028,119.75,Mastercard,In-store,2022-09-09,3969052377,4046972026
4029,749.57,Discover,In-store,2022-09-26,9206700061,9026015926
4030,973.68,Visa,Online,2022-07-26,7044763500,3087319448
4031,498.48,Mastercard,Online,2023-03-04,1379385221,1895401034
4032,160.48,Discover,Online,2023-02-02,1872506310,1341052731
4033,996.76,American Express,In-store,2022-10-22,1193415830,9204001663
4034,609.2,Visa,In-store,2022-05-08,1232853069,7913352201
4035,58.2,Mastercard,Online,2022-09-26,3289615828,3091639937
4036,19.23,Visa,In-store,2022-09-26,6050080737,5479622799
4037,399.04,Visa,In-store,2022-12-16,8565105533,4653763559
4038,59.82,Visa,In-store,2022-09-22,8017044608,2451226907
4039,606.37,Discover,Online,2022-11-14,2707800456,6999435128
4040,375.13,Mastercard,Online,2022-11-05,9544163108,3583736277
4041,298.81,American Express,In-store,2022-09-15,4792160331,4570562915
4042,425.62,Visa,In-store,2022-12-28,4815441233,7071878228
4043,16.6,Discover,Online,2022-12-30,2483620092,3391664399
4044,112.28,American Express,Online,2022-10-05,2665019209,8819522157
4045,342.23,Mastercard,In-store,2022-06-03,8559800180,6029048066
4046,715.84,American Express,In-store,2023-01-02,8463361313,4944344995
4047,347.92,Visa,In-store,2023-02-08,4293108890,7790124860
4048,177.09,Mastercard,In-store,2022-08-02,8356301745,4992850223
4049,972.37,Mastercard,Online,2022-05-24,1311078550,6561318260
4050,437.21,American Express,Online,2023-01-17,5513401314,9962989998
4051,841.58,Visa,In-store,2022-10-10,7321145355,8700200960
4052,686.98,Discover,Online,2022-07-23,1806751128,7058254683
4053,923.8,Mastercard,Online,2022-09-24,6528656300,4509381700
4054,547.76,Mastercard,Online,2022-11-15,5609195810,9779012739
4055,47.58,Mastercard,In-store,2023-01-06,2702394056,8299348750
4056,705.74,American Express,In-store,2023-02-01,4575636885,8593683815
4057,534.43,Discover,Online,2022-12-19,6828237955,6244945990
4058,918.61,Discover,Online,2022-09-14,2187754227,6227347967
4059,349.68,Visa,In-store,2022-05-06,2799940229,2005703536
4060,150.54,Mastercard,In-store,2022-05-06,2585667773,3510216539
4061,595.53,American Express,Online,2022-10-02,4400154386,9978982464
4062,642.68,American Express,Online,2022-08-31,8336937069,5987957115
4063,873.96,Visa,Online,2022-09-02,4624927056,6811174245
4064,750.93,Discover,In-store,2022-11-05,2638471451,6667897715
4065,22.05,Discover,Online,2022-03-17,5399711112,6637331273
4066,540.51,American Express,Online,2022-07-26,5227038496,4587381110
4067,557.79,Visa,In-store,2022-04-30,2664924380,8669293768
4068,921.35,Discover,Online,2022-03-15,6794485024,9725807115
4069,71.14,Discover,Online,2022-12-26,2052339394,4536232085
4070,543.77,Discover,In-store,2023-01-04,4664664166,6390499272
4071,39.94,Visa,Online,2022-09-10,3890556612,7185831513
4072,585.91,Mastercard,In-store,2022-07-28,3654687981,6387923098
4073,577.69,Discover,Online,2022-03-15,1646789806,6705919488
4074,875.37,Mastercard,In-store,2023-03-04,5652511483,1896895358
4075,392.02,Visa,In-store,2022-07-29,4484742696,3264175525
4076,186.44,Discover,In-store,2022-04-10,5524621408,8255004165
4077,737.23,Discover,In-store,2022-07-29,8737549217,3033558919
4078,319.31,Discover,Online,2022-10-26,5907297108,7798212341
4079,353.48,Mastercard,Online,2022-07-20,1806290227,4261218509
4080,68.33,Mastercard,In-store,2022-10-11,4688816495,3954469905
4081,642.12,Discover,In-store,2022-05-26,3071357402,2341773070
4082,399.01,Discover,In-store,2022-12-01,1998324681,9832232792
4083,333.89,Discover,In-store,2022-08-26,8338991824,3014397425
4084,891.46,American Express,In-store,2022-09-19,7292720828,7158850500
4085,983.22,Discover,Online,2023-01-06,5230659702,1875184250
4086,885.38,Mastercard,In-store,2023-01-16,6857257936,3074943523
4087,96.81,American Express,Online,2022-06-21,4614533377,7989284577
4088,645.24,Discover,Online,2022-12-01,8091182442,4645920308
4089,349.28,Mastercard,Online,2023-01-14,4687495253,7528225625
4090,778.46,Mastercard,In-store,2022-06-20,8562643180,9548992072
4091,377.86,Discover,In-store,2022-09-11,2828956346,1522532543
4092,412.22,American Express,In-store,2022-06-14,9732448034,7285029869
4093,942.59,Visa,Online,2022-10-09,2311034865,2883959024
4094,85.56,Visa,Online,2023-01-31,8345774149,6002107657
4095,486.34,Discover,In-store,2022-05-28,8280102874,9140817624
4096,152.65,Mastercard,Online,2022-06-11,1047551132,1386082832
4097,445.44,Visa,Online,2022-07-27,5691631241,4747150395
4098,415.53,Mastercard,Online,2022-11-24,8554230198,6076855143
4099,441.97,American Express,Online,2022-06-14,8800123654,4117362232
4100,971.36,Mastercard,Online,2022-08-22,4266699371,4022730042
4101,729.64,Visa,In-store,2023-02-14,1813491620,7100825335
4102,628.65,Visa,Online,2022-06-11,9060553690,3847398549
4103,511.41,American Express,In-store,2022-03-13,2771640843,5811749594
4104,928.36,Visa,Online,2022-04-03,4875049124,2476348094
4105,163.92,Visa,Online,2022-12-13,5738982711,2719697394
4106,619.7,Discover,Online,2023-01-22,5799238331,4287624854
4107,979.35,Visa,In-store,2022-12-28,8232090461,2957355991
4108,350.57,Discover,Online,2022-05-23,8390818308,7597739146
4109,458.45,Visa,Online,2023-01-18,4044310564,9028466970
4110,70.68,Mastercard,Online,2022-09-16,3605503587,3251454321
4111,318.7,Discover,In-store,2022-09-03,8542915588,9476966017
4112,270.1,Mastercard,Online,2022-11-11,7856237365,6335409848
4113,813.2,Mastercard,Online,2023-01-05,6733584198,4600011742
4114,675.34,Discover,Online,2022-05-11,6998896172,3585414440
4115,606.0,American Express,In-store,2022-07-23,1957340877,2730985012
4116,845.52,Visa,In-store,2022-07-25,5274766210,7446826341
4117,270.1,Discover,In-store,2022-06-07,8516904035,6850127029
4118,845.61,American Express,Online,2022-08-02,5799391034,6363688750
4119,165.64,Discover,In-store,2022-09-01,4111476353,9274223651
4120,936.12,American Express,In-store,2022-09-10,4225331102,7393441948
4121,323.72,Visa,Online,2022-07-12,8205176430,7317166905
4122,899.16,American Express,Online,2022-03-19,8315291343,9429766789
4123,643.67,Visa,Online,2022-06-20,4102452169,7956537339
4124,877.89,Discover,In-store,2022-09-07,7215686432,9533164874
4125,21.58,American Express,Online,2022-12-14,8418634721,4890005069
4126,188.21,Discover,Online,2023-01-02,8342696043,9065515565
4127,739.43,Discover,Online,2022-06-27,9933323613,8204466725
4128,402.17,Visa,In-store,2022-04-22,4776331114,6712750193
4129,962.41,Visa,Online,2022-06-24,1288515064,2679628092
4130,959.91,Mastercard,Online,2022-10-21,2312822304,7471036696
4131,567.29,Discover,Online,2022-03-21,8787556246,8148580860
4132,784.18,American Express,Online,2023-01-12,8757760107,7580242797
4133,582.31,Visa,In-store,2022-08-26,3457627799,7497391527
4134,762.91,Visa,In-store,2022-08-09,9043798673,5511663109
4135,647.9,Discover,In-store,2022-11-26,9890246077,3989626768
4136,646.18,American Express,In-store,2022-07-27,7032567987,2928268812
4137,91.46,Discover,Online,2022-07-09,6173420201,4268455765
4138,501.03,Mastercard,Online,2022-03-14,6484480901,5967491350
4139,289.66,American Express,In-store,2022-07-26,7087395936,5238513058
4140,195.59,American Express,In-store,2022-09-10,5856643132,9167609025
4141,540.85,Discover,Online,2022-09-22,5370229830,1865834999
4142,56.36,Visa,Online,2022-04-07,7235640835,4178371490
4143,799.02,Visa,Online,2022-05-22,4054654816,2944302302
4144,824.95,Discover,In-store,2022-03-23,8043327244,2331510036
4145,801.94,Mastercard,Online,2022-06-29,5177203507,2815781736
4146,120.79,Discover,Online,2022-09-02,9507073934,3860328763
4147,266.94,Mastercard,Online,2022-04-24,6525518288,3297198672
4148,819.76,Discover,Online,2022-06-29,5773233108,7536243607
4149,784.03,American Express,Online,2022-04-11,3273722247,2087024555
4150,345.97,Visa,In-store,2022-06-25,5030151585,6268702041
4151,77.32,American Express,In-store,2022-10-24,8058355749,6739609724
4152,422.2,American Express,In-store,2022-12-19,4983492956,8977947986
4153,434.15,Mastercard,In-store,2023-01-03,3124802926,1597302167
4154,997.48,American Express,Online,2022-11-04,9677156742,3830777759
4155,836.99,Visa,Online,2022-12-16,5995609508,5168559062
4156,193.67,Visa,Online,2022-06-29,2510316022,4667130805
4157,990.44,American Express,Online,2022-06-14,1855993027,5688506832
4158,343.02,American Express,Online,2022-08-05,9944675500,7110026508
4159,660.12,Discover,In-store,2022-09-16,5243001044,7114622490
4160,719.56,Mastercard,Online,2022-10-27,7222207501,4933915566
4161,667.23,Visa,Online,2022-07-21,9477955085,7216777819
4162,659.47,Visa,In-store,2022-09-28,7385660059,5546298179
4163,862.74,Mastercard,Online,2022-11-19,1666275869,5145675753
4164,970.14,Visa,In-store,2022-06-27,5761164420,7232594562
4165,190.08,Discover,In-store,2022-11-15,7096152993,9876842564
4166,486.04,American Express,In-store,2022-06-25,8403451099,8279402726
4167,971.48,Mastercard,Online,2022-06-30,4777874245,9234456402
4168,48.63,Visa,Online,2022-04-29,8428950061,6745200242
4169,765.66,Discover,In-store,2023-02-24,2668590983,4969965150
4170,626.66,Mastercard,Online,2022-08-13,8202640615,4256964727
4171,880.27,Visa,In-store,2022-10-26,4305428072,3913931887
4172,225.67,Mastercard,Online,2022-10-19,6745058853,8578291879
4173,143.23,Mastercard,Online,2022-12-08,4784683581,6140432386
4174,992.96,American Express,In-store,2022-07-13,4904527623,5700303450
4175,834.94,American Express,In-store,2022-05-20,8546563564,5173119890
4176,64.49,Visa,Online,2022-09-26,5487569523,8680718985
4177,749.93,Visa,Online,2022-11-09,3588730597,2001557455
4178,441.43,Mastercard,In-store,2022-07-27,8234731490,8919599758
4179,34.62,American Express,Online,2022-11-28,7328424254,1637191025
4180,985.51,Discover,In-store,2023-01-14,7837534573,7011873243
4181,34.54,Mastercard,In-store,2022-04-25,9218679154,9921512049
4182,258.21,Mastercard,Online,2022-05-14,7314725762,4907420481
4183,646.83,Mastercard,In-store,2022-08-26,6295586518,1879424472
4184,660.39,Discover,In-store,2022-06-07,5388796623,1512333498
4185,504.36,Discover,Online,2023-01-12,4900205704,3176748399
4186,886.9,Mastercard,In-store,2022-11-29,1597700401,4490633332
4187,689.63,Visa,Online,2023-02-11,8028144699,6027019110
4188,217.27,Mastercard,Online,2022-12-24,9489850402,4700029520
4189,140.68,Mastercard,Online,2023-03-03,4289960320,4221318180
4190,315.32,Discover,In-store,2023-03-11,8159813837,1762234398
4191,131.87,Discover,Online,2022-10-16,9269315835,9820097848
4192,887.01,Mastercard,Online,2022-11-14,9302843725,6652516412
4193,735.28,Discover,Online,2022-12-07,3642751641,7861340167
4194,658.82,American Express,Online,2023-01-21,9655856415,3922008359
4195,842.92,Mastercard,Online,2022-07-02,8003057799,8777424032
4196,732.55,Visa,Online,2022-11-20,4222493814,3781958839
4197,173.99,American Express,In-store,2022-10-13,2941926302,9379769986
4198,436.28,Visa,In-store,2022-05-05,5698188934,8379601580
4199,904.96,Mastercard,Online,2022-12-22,2900455146,1361114929
4200,639.82,Visa,In-store,2023-03-06,7347530051,1397446579
4201,112.49,Visa,In-store,2022-06-09,7075963051,3808782110
4202,228.02,Visa,In-store,2022-12-06,8564621978,6430314325
4203,24.25,Discover,In-store,2022-03-20,4955902188,2167125166
4204,24.82,American Express,Online,2022-06-29,4188425261,4846833138
4205,853.69,Discover,Online,2022-07-08,5391814644,3276974424
4206,457.61,American Express,In-store,2022-12-08,4537907784,6492216156
4207,277.76,American Express,In-store,2022-12-12,8238705128,6522908640
4208,941.86,Mastercard,In-store,2022-04-15,3411191097,9729567086
4209,856.2,Discover,In-store,2022-05-01,2118537719,1803121636
4210,244.26,Discover,Online,2022-07-11,4072254108,5461244327
4211,381.98,Mastercard,In-store,2023-01-15,4629965781,4892119644
4212,849.23,Visa,In-store,2022-04-16,5513749413,9407349852
4213,195.79,Mastercard,Online,2022-08-23,1952826759,5116174879
4214,809.56,Visa,In-store,2022-07-12,9934540875,2648038675
4215,340.17,Mastercard,In-store,2022-11-17,1908408654,8727342818
4216,35.75,Mastercard,In-store,2023-03-09,8858090217,3729562212
4217,959.0,Visa,In-store,2022-08-22,9774542810,6936009151
4218,157.28,American Express,In-store,2022-06-11,6500994154,5784355058
4219,495.02,Visa,In-store,2023-03-11,2959641742,9854602172
4220,235.84,American Express,Online,2022-12-27,4605057183,6586646668
4221,972.03,Mastercard,Online,2022-05-02,6151934308,6127658826
4222,487.25,Visa,In-store,2022-06-16,7398671862,7733869234
4223,922.66,Mastercard,In-store,2023-02-27,3516974623,3961059953
4224,553.61,American Express,In-store,2022-03-29,2222974929,5094894914
4225,40.37,American Express,Online,2022-06-27,8943693358,7235366234
4226,769.4,Visa,Online,2022-06-14,4705965195,6091251500
4227,993.73,Mastercard,In-store,2022-10-20,3363049680,1635666443
4228,337.63,Mastercard,In-store,2022-10-07,8244348317,2224304115
4229,811.11,Visa,In-store,2023-01-21,1164950895,1647226166
4230,512.54,Visa,In-store,2022-12-30,9480749129,1724986070
4231,363.36,Mastercard,Online,2022-12-29,9657850833,1471948872
4232,90.06,American Express,Online,2022-12-20,1590032883,4302351815
4233,114.93,Visa,In-store,2022-05-12,5615527343,8786815880
4234,104.12,Mastercard,Online,2022-04-10,9401352620,9470479424
4235,641.95,American Express,In-store,2022-10-16,8303503520,2565201231
4236,818.14,American Express,In-store,2022-04-21,6302958678,5407156158
4237,942.02,Visa,Online,2022-12-07,6716704404,5640453712
4238,773.53,American Express,Online,2022-04-17,9313891714,1415504779
4239,325.77,Discover,In-store,2022-05-13,7897626998,4771277278
4240,257.06,Visa,Online,2022-11-17,5948079611,9917657352
4241,839.67,Visa,In-store,2022-03-31,6199122275,8844864667
4242,667.39,Discover,In-store,2022-09-12,2793324047,6946289961
4243,591.23,Discover,In-store,2022-08-27,7586487588,5550183832
4244,892.34,Mastercard,Online,2022-08-06,5114642113,5093180903
4245,709.15,Mastercard,In-store,2022-10-21,4851936517,1340591837
4246,369.03,Discover,In-store,2023-01-22,2948260126,4397499980
4247,161.18,American Express,In-store,2022-04-10,6019071420,3828127239
4248,936.56,American Express,In-store,2022-06-14,3290209711,8845118073
4249,70.82,Mastercard,In-store,2022-10-04,1072328583,9713976400
4250,747.47,Mastercard,In-store,2022-03-14,8730704601,8303818400
4251,164.69,American Express,In-store,2022-04-08,3655807374,4534235816
4252,777.65,Mastercard,In-store,2022-10-01,8047107673,1593239981
4253,52.98,American Express,In-store,2022-04-10,2051120638,7717940953
4254,666.36,Discover,Online,2022-07-31,2503246005,1680381029
4255,102.95,American Express,In-store,2023-01-26,8871935741,4424617508
4256,898.08,Visa,Online,2022-07-28,6888343050,9662305947
4257,931.5,Discover,In-store,2022-12-07,5089594709,5470606184
4258,554.64,Discover,In-store,2022-05-16,2329001143,4419769542
4259,456.12,American Express,In-store,2022-12-24,3822151323,3657986027
4260,102.1,American Express,In-store,2022-06-26,6483065689,3674944928
4261,121.13,American Express,Online,2022-05-24,5953894138,4114459307
4262,43.31,American Express,In-store,2022-12-15,5805227489,5791331106
4263,828.88,Discover,Online,2022-05-08,8690272225,1760494438
4264,410.36,Discover,Online,2022-09-20,1111147472,9742470421
4265,157.57,Mastercard,Online,2022-07-23,5151530341,9471594008
4266,166.95,Mastercard,Online,2022-06-20,3883367078,5624517035
4267,604.9,Mastercard,In-store,2022-12-24,8754729151,6585489288
4268,675.39,Discover,In-store,2022-05-11,8440610797,8239691823
4269,833.14,Mastercard,In-store,2022-03-13,5269644651,9745186035
4270,493.5,Visa,Online,2022-08-25,5163823420,6726726821
4271,718.47,Visa,Online,2023-02-16,5335166258,2145090454
4272,98.35,Visa,In-store,2022-04-18,1658375900,7746051391
4273,160.71,Discover,Online,2022-10-11,1439473118,4973312930
4274,517.16,Mastercard,In-store,2022-06-12,9272704958,6211067403
4275,318.6,Visa,In-store,2022-10-03,8502177678,5942044615
4276,322.02,Visa,Online,2022-07-16,9947978633,3759966806
4277,673.88,Mastercard,In-store,2022-12-31,1503778529,4566867710
4278,567.07,Mastercard,In-store,2022-07-09,8208589900,9656677174
4279,192.79,American Express,In-store,2023-01-22,1595895966,5063432336
4280,970.53,Discover,In-store,2022-04-22,3675553162,6850016195
4281,33.87,Visa,Online,2022-06-05,5937268271,1471685035
4282,311.01,Mastercard,Online,2023-01-13,1870679365,6275239724
4283,474.73,Mastercard,Online,2022-04-21,8848457224,2802725790
4284,846.18,Mastercard,In-store,2023-03-09,3703531480,3924057329
4285,70.97,Visa,In-store,2022-03-31,1401779082,3535704472
4286,301.1,American Express,In-store,2022-05-05,7538205252,6117531860
4287,164.89,Mastercard,In-store,2023-03-06,5956943838,1264296303
4288,426.79,Visa,In-store,2022-08-31,6663579617,8199974550
4289,364.2,Mastercard,In-store,2022-04-24,9727942123,4993088797
4290,275.59,American Express,Online,2023-01-31,8830684613,8894728875
4291,512.67,Discover,In-store,2022-05-05,4791226942,6172058913
4292,480.57,American Express,Online,2023-01-01,9056907819,3242009085
4293,360.27,Visa,In-store,2022-12-30,6143220477,9106513917
4294,778.21,Mastercard,In-store,2022-07-28,9476649329,2321779524
4295,605.36,Visa,Online,2022-04-04,6359595372,3849905121
4296,960.8,Mastercard,In-store,2022-05-11,3136305663,8347589238
4297,382.75,American Express,Online,2023-02-18,8124546776,8985262212
4298,820.34,Discover,In-store,2022-03-29,1326004615,6752618212
4299,298.21,Visa,In-store,2022-03-28,9693944655,5305605820
4300,635.41,Visa,In-store,2022-12-05,4659848799,5056766600
4301,157.14,Discover,In-store,2022-11-11,7259009104,1457086802
4302,386.55,American Express,In-store,2022-08-07,1307990448,2362813377
4303,651.79,Mastercard,In-store,2022-05-13,2511342855,8402064920
4304,640.53,Mastercard,Online,2023-01-23,8369049791,6514059089
4305,882.58,Visa,In-store,2022-05-13,4589934093,5468996905
4306,695.03,Discover,Online,2023-01-31,2679263375,9029140023
4307,399.61,American Express,Online,2022-05-10,9524690958,4375965671
4308,607.4,American Express,Online,2022-06-25,2120775051,2340069447
4309,241.8,Discover,Online,2022-07-26,5355435795,5324496118
4310,419.89,Visa,In-store,2023-02-23,2449250235,3469159779
4311,759.81,Visa,In-store,2022-08-14,8772757062,5508438194
4312,50.17,Discover,Online,2022-04-09,3929228856,8740166513
4313,110.67,Mastercard,In-store,2022-04-18,9329547866,1478451362
4314,74.66,Visa,Online,2022-08-21,3870863318,1580103067
4315,21.37,Discover,Online,2022-12-11,6661281649,6829660595
4316,912.31,Discover,In-store,2023-01-15,3076752110,4993732365
4317,293.96,American Express,In-store,2023-03-03,6942947281,1860993831
4318,184.33,Visa,In-store,2022-12-01,4907500756,2324861316
4319,395.86,Mastercard,Online,2022-05-09,3571073820,8955752351
4320,975.48,Mastercard,In-store,2022-04-20,5504141861,7004541257
4321,341.04,Mastercard,Online,2023-01-25,6374684447,3347153211
4322,916.12,Visa,Online,2022-04-08,4672654987,7318688116
4323,225.44,Visa,Online,2022-09-16,6775857503,6617146650
4324,18.13,Visa,In-store,2022-10-01,9916291949,2345757719
4325,224.23,American Express,In-store,2022-06-28,5629661494,1295285825
4326,310.05,Mastercard,Online,2022-06-29,4672314583,3416515364
4327,176.14,American Express,Online,2022-12-22,7593450050,1958124778
4328,584.24,Mastercard,Online,2022-09-04,2379737913,5505308850
4329,520.96,American Express,In-store,2022-05-11,6609571468,3833081631
4330,145.37,Mastercard,In-store,2023-01-31,6288768776,9163562658
4331,631.77,American Express,In-store,2023-01-27,2725124610,4178619364
4332,301.07,Discover,In-store,2022-10-23,3451040859,1757852363
4333,212.65,Discover,In-store,2022-06-26,7677680931,8920957732
4334,861.33,American Express,In-store,2023-02-17,8683863832,6481137334
4335,724.69,Discover,Online,2022-09-01,8334575548,2510347988
4336,40.37,Mastercard,Online,2022-11-08,9648967944,9703100441
4337,984.53,Mastercard,Online,2023-03-07,7092188030,9778322865
4338,964.92,Visa,In-store,2022-12-29,8154522487,9079245090
4339,106.67,Mastercard,In-store,2022-12-27,7076041308,6568767820
4340,839.11,Discover,Online,2022-03-28,7632177729,5555947713
4341,554.36,Visa,In-store,2022-03-31,4009228560,1460157708
4342,281.1,Mastercard,Online,2022-12-21,3806191914,6941889127
4343,646.34,Visa,In-store,2022-04-12,9232022183,6318843438
4344,58.56,Visa,Online,2022-07-04,8888814411,2361753635
4345,859.92,Visa,Online,2022-08-12,7379501977,7230189613
4346,435.56,Visa,In-store,2022-06-09,7967840358,5481024413
4347,772.04,Discover,In-store,2022-07-11,4270971693,5368397086
4348,38.23,Mastercard,Online,2022-11-12,6750011058,6517666624
4349,59.95,Visa,Online,2022-12-04,8221083854,4437741804
4350,685.93,Visa,Online,2023-01-23,2217279317,7640370511
4351,901.23,Mastercard,In-store,2022-10-31,7563752885,3800868653
4352,275.71,Visa,In-store,2022-08-13,4722599140,9306459231
4353,493.14,American Express,Online,2022-11-30,5912533691,2433128842
4354,186.69,American Express,Online,2022-04-21,4238640861,5660497592
4355,386.9,Mastercard,In-store,2022-09-23,8214632609,5728957763
4356,216.59,Mastercard,In-store,2022-11-17,1596136435,3545571076
4357,315.65,Discover,Online,2022-06-23,9154441199,6588451380
4358,351.47,Visa,In-store,2022-08-09,7891100855,7511218351
4359,771.96,Visa,Online,2022-09-25,6512901332,3019271411
4360,820.28,Mastercard,In-store,2022-09-02,7501823862,2078280292
4361,937.15,Discover,Online,2022-11-04,1356852341,4234800760
4362,31.79,Mastercard,In-store,2022-09-30,4400836582,1695008608
4363,691.65,American Express,In-store,2022-08-26,3045782458,9548581431
4364,182.07,American Express,In-store,2022-04-15,3229208809,6478765517
4365,546.51,American Express,Online,2022-05-07,7142766703,2636576832
4366,796.31,American Express,In-store,2022-12-21,2309875874,6450878510
4367,850.69,Discover,Online,2022-03-23,6989743219,5783583953
4368,396.23,American Express,Online,2022-06-08,7554336960,4807135431
4369,358.84,American Express,Online,2023-02-05,8547998793,4652329947
4370,589.7,Discover,In-store,2022-09-16,1105934161,3981362502
4371,975.58,American Express,Online,2022-08-26,2068243780,6140988207
4372,183.15,American Express,Online,2022-03-26,3103947540,2727088518
4373,583.06,Discover,Online,2023-02-06,5967848838,6925275177
4374,325.91,American Express,In-store,2022-04-02,1008249141,9017980820
4375,964.95,Discover,In-store,2022-04-22,5627342034,8856373143
4376,463.31,Mastercard,Online,2023-02-27,3381699752,9122294779
4377,27.93,American Express,In-store,2022-06-11,9001591034,7067844869
4378,89.49,Mastercard,In-store,2022-04-19,4351921528,3653450573
4379,813.57,Visa,Online,2022-06-26,8406348568,4335040714
4380,283.13,Discover,Online,2022-08-16,6461173533,4104313788
4381,413.88,American Express,In-store,2023-01-31,7498712692,8825031617
4382,463.91,Visa,Online,2022-12-13,2706992532,5240436391
4383,675.03,American Express,Online,2022-10-18,3294613725,7987441556
